"Order Date","Customer Name","State","Category","Sub-Category","Product Name","Sales","Quantity","Profit"
"2014-12-07","Erica Hernandez","California","Office Supplies","Paper","Green Bar Computer Printout Paper",164.88,3,80.7912
"2014-11-15","Scott Cohen","California","Office Supplies","Supplies","Acme Value Line Scissors",10.95,3,3.285
"2017-12-24","Nick Crebassa","Massachusetts","Office Supplies","Paper","Xerox 214",19.44,3,9.3312
"2017-12-24","Nick Crebassa","Massachusetts","Office Supplies","Binders","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3,5,6.15
"2014-12-24","Adam Shillingsburg","California","Office Supplies","Appliances","Belkin 7-Outlet SurgeMaster Home Series",13.97,1,3.6322
"2017-12-22","Jack Lebron","Tennessee","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top",934.956,6,-249.3216
"2017-12-22","Jack Lebron","Tennessee","Technology","Accessories","Logitech ClearChat Comfort/USB Headset H390",46.864,2,7.6154
"2017-12-22","Jack Lebron","Tennessee","Office Supplies","Storage","Crate-A-Files",26.16,3,1.962
"2017-12-22","Jack Lebron","Tennessee","Office Supplies","Art","Newell 325",23.128,7,2.891
"2017-12-22","Jack Lebron","Tennessee","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.24,5,16.291
"2014-08-08","Vivek Gonzalez","Florida","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases",155.456,4,-7.7728
"2014-09-20","Henry Goldwyn","California","Office Supplies","Paper","Xerox 1900",8.56,2,3.852
"2017-12-25","Jennifer Halladay","Florida","Furniture","Furnishings","Eldon 400 Class Desk Accessories, Black Carbon",21,3,5.775
"2017-12-25","Jennifer Halladay","Florida","Technology","Machines","Lexmark 20R1285 X6650 Wireless All-in-One Printer",120,2,-7.2
"2017-11-25","Rose O'Brian","Texas","Technology","Phones","Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with",299.96,5,37.495
"2017-11-25","Rose O'Brian","Texas","Office Supplies","Appliances","Fellowes Command Center 5-outlet power strip",67.84,5,-179.776
"2017-11-25","Rose O'Brian","Texas","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs",853.93,5,-24.398
"2017-11-25","Rose O'Brian","Texas","Office Supplies","Art","Avery Hi-Liter Smear-Safe Highlighters",18.688,4,3.7376
"2016-11-05","Liz Willingham","Virginia","Furniture","Furnishings","3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,71.2296
"2016-11-05","Liz Willingham","Virginia","Technology","Accessories","Microsoft Natural Ergonomic Keyboard 4000",89.97,3,18.8937
"2016-11-05","Liz Willingham","Virginia","Furniture","Furnishings","Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,75.68
"2017-11-06","Christopher Conant","Texas","Office Supplies","Binders","Zipper Ring Binder Pockets",1.248,2,-1.9344
"2016-11-03","Julie Prescott","Pennsylvania","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router",72,1,14.4
"2016-11-03","Julie Prescott","Pennsylvania","Furniture","Chairs","Bevis Steel Folding Chairs",470.155,7,-13.433
"2014-12-30","Dorothy Dickinson","Tennessee","Office Supplies","Storage","Tennsco Industrial Shelving",39.128,1,-8.8038
"2017-12-02","Erin Smith","Ohio","Office Supplies","Art","Rogers Handheld Barrel Pencil Sharpener",19.728,9,1.7262
"2017-12-02","Erin Smith","Ohio","Technology","Phones","AT&T CL2909",151.188,2,-25.198
"2017-03-24","Mark Van Huff","New York","Furniture","Chairs","Global Airflow Leather Mesh Back Chair, Black",271.764,2,60.392
"2014-11-19","Ruben Dartt","Pennsylvania","Technology","Accessories","Logitech G105 Gaming Keyboard",47.496,1,-1.1874
"2017-04-25","Rob Lucas","California","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish",344.981,7,28.4102
"2017-11-23","Jennifer Patt","Texas","Office Supplies","Paper","Xerox 22",36.288,7,12.7008
"2017-11-23","Jennifer Patt","Texas","Office Supplies","Paper","Xerox 1942",78.304,2,29.364
"2017-11-23","Jennifer Patt","Texas","Furniture","Tables","Lesro Round Back Collection Coffee Table, End Table",127.785,1,-31.0335
"2017-11-23","Jennifer Patt","Texas","Office Supplies","Binders","Aluminum Screw Posts",6.104,2,-9.156
"2014-11-03","Denise Monton","New Jersey","Office Supplies","Binders","Avery Durable Binders",5.76,2,2.8224
"2015-10-19","Cari Schnelling","Texas","Office Supplies","Binders","Avery Printable Repositionable Plastic Tabs",1.72,1,-2.838
"2014-02-06","Delfina Latchford","Illinois","Office Supplies","Binders","Avery Flip-Chart Easel Binder, Black",8.952,2,-14.7708
"2016-03-06","Lena Cacioppo","Illinois","Office Supplies","Appliances","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.334,3,-6.3018
"2016-03-06","Lena Cacioppo","Illinois","Office Supplies","Binders","Peel & Stick Add-On Corner Pockets",1.728,4,-2.7648
"2016-03-06","Lena Cacioppo","Illinois","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",159.04,5,-194.824
"2016-03-06","Lena Cacioppo","Illinois","Furniture","Tables","Bevis Rectangular Conference Tables",145.98,2,-99.2664
"2015-12-03","Jack Garza","North Carolina","Furniture","Furnishings","Seth Thomas 16"" Steel Case Clock",77.952,3,12.6672
"2015-12-03","Jack Garza","North Carolina","Office Supplies","Binders","GBC DocuBind P50 Personal Binding Machine",95.97,5,-73.577
"2015-12-03","Jack Garza","North Carolina","Technology","Phones","Panasonic KX-TG6844B Expandable Digital Cordless Telephone",105.584,2,9.2386
"2015-12-03","Jack Garza","North Carolina","Office Supplies","Art","Newell 312",9.344,2,1.168
"2015-12-24","Harry Marie","Missouri","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Black",9.68,2,3.7752
"2015-12-24","Harry Marie","Missouri","Technology","Copiers","Canon PC1060 Personal Laser Copier",4899.93,7,2302.9671
"2017-10-01","Tanja Norvell","California","Technology","Accessories","Sony 32GB Class 10 Micro SDHC R40 Memory Card",104.75,5,21.9975
"2017-10-16","Victoria Pisteka","Tennessee","Technology","Accessories","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",18.528,2,4.4004
"2017-10-16","Victoria Pisteka","Tennessee","Furniture","Tables","Balt Solid Wood Round Tables",1875.258,7,-968.8833
"2014-08-15","Christine Sundaresam","Florida","Office Supplies","Paper","Xerox 1955",91.36,5,29.692
"2014-08-15","Christine Sundaresam","Florida","Office Supplies","Appliances","Fellowes Superior 10 Outlet Split Surge Protector",152.24,5,17.127
"2017-11-11","Patrick Gardner","Texas","Technology","Phones","OtterBox Commuter Series Case - iPhone 5 & 5s",35.184,2,12.3144
"2017-03-20","Harry Greene","Texas","Office Supplies","Paper","Easy-staple paper",56.704,2,19.1376
"2017-03-20","Harry Greene","Texas","Office Supplies","Paper","Xerox 1916",274.064,7,102.774
"2017-05-13","Mick Hernandez","Pennsylvania","Furniture","Chairs","Office Star - Mesh Screen back chair with Vinyl seat",458.43,5,-124.431
"2014-06-22","Toby Braunhardt","Arizona","Office Supplies","Binders","SpineVue Locking Slant-D Ring Binders by Cardinal",8.226,3,-6.0324
"2014-12-02","Elizabeth Moffitt","Georgia","Technology","Accessories","Kingston Digital DataTraveler 8GB USB 2.0",5.95,1,0.833
"2014-12-02","Elizabeth Moffitt","Georgia","Office Supplies","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,3,7.1628
"2015-04-05","Jennifer Ferguson","Washington","Technology","Accessories","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",239.94,6,26.3934
"2015-04-05","Jennifer Ferguson","Washington","Office Supplies","Art","Dixon Ticonderoga Pencils",23.84,8,6.4368
"2017-11-18","Nona Balk","Wisconsin","Office Supplies","Storage","Decoflex Hanging Personal Folder File, Blue",92.52,6,24.9804
"2017-11-18","Nona Balk","Wisconsin","Office Supplies","Storage","Companion Letter/Legal File, Black",37.76,1,10.5728
"2017-11-18","Nona Balk","Wisconsin","Office Supplies","Labels","Avery 487",7.38,2,3.4686
"2017-11-18","Nona Balk","Wisconsin","Furniture","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5.82,2,2.7354
"2017-07-12","Cari Schnelling","Ohio","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",3.816,1,1.1925
"2017-05-19","Neil Ducich","Alabama","Office Supplies","Binders","Wilson Jones Four-Pocket Poly Binders",26.16,4,12.8184
"2015-12-20","Emily Ducich","Texas","Technology","Accessories","Hypercom P1300 Pinpad",100.8,2,21.42
"2016-02-21","Erin Ashbrook","New York","Furniture","Furnishings","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,66.542
"2017-03-18","Barry Pond","California","Office Supplies","Art","Prang Drawing Pencil Set",13.9,5,3.753
"2017-03-18","Barry Pond","California","Office Supplies","Envelopes","Peel & Seel Envelopes",19.4,5,9.312
"2016-12-17","Noel Staavos","New Mexico","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs",13.488,2,4.3836
"2016-12-17","Noel Staavos","New Mexico","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,1,3.8529
"2016-03-26","Mark Van Huff","Idaho","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,8.6436
"2016-03-26","Mark Van Huff","Idaho","Office Supplies","Binders","Wilson Jones Hanging View Binder, White, 1""",17.04,3,5.538
"2014-12-16","Laurel Elliston","Virginia","Technology","Accessories","Case Logic 2.4GHz Wireless Keyboard",99.98,2,7.9984
"2014-12-16","Laurel Elliston","Virginia","Furniture","Furnishings","Ultra Door Push Plate",29.46,6,9.7218
"2015-11-15","Victoria Pisteka","Ohio","Office Supplies","Binders","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",166.92,13,-116.844
"2016-08-22","Tony Chapman","Colorado","Furniture","Furnishings","Dana Halogen Swing-Arm Architect Lamp",98.328,3,9.8328
"2015-06-29","Sheri Gordon","New York","Furniture","Chairs","Office Star - Mesh Screen back chair with Vinyl seat",117.882,1,1.3098
"2016-06-26","Victoria Pisteka","New York","Technology","Accessories","AmazonBasics 3-Button USB Wired Mouse",20.97,3,9.0171
"2016-06-26","Victoria Pisteka","New York","Technology","Accessories","Perixx PERIBOARD-512B, Ergonomic Split Keyboard",139.96,4,9.7972
"2016-06-26","Victoria Pisteka","New York","Furniture","Furnishings","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,12.8316
"2016-09-17","Patrick O'Donnell","Massachusetts","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,6.2244
"2016-09-17","Patrick O'Donnell","Massachusetts","Furniture","Furnishings","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,61.3824
"2014-07-18","Jack Lebron","New York","Office Supplies","Binders","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,4.5188
"2017-09-01","Rick Wilson","Washington","Office Supplies","Appliances","Honeywell Quietcare HEPA Air Cleaner",314.6,4,103.818
"2017-09-01","Rick Wilson","Washington","Furniture","Tables","KI Conference Tables",283.56,4,45.3696
"2017-06-22","Rick Bensley","Michigan","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,146.388
"2014-09-02","Sanjit Chand","Arkansas","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System",1793.98,2,843.1706
"2015-10-01","Eric Murdock","Illinois","Office Supplies","Binders","Accohide Poly Flexible Ring Binders",2.992,4,-4.488
"2015-10-01","Eric Murdock","Illinois","Technology","Accessories","Lenovo 17-Key USB Numeric Keypad",108.768,4,2.7192
"2015-04-07","Resi P�lking","New York","Office Supplies","Paper","Xerox 192",25.92,4,12.4416
"2015-04-07","Resi P�lking","New York","Office Supplies","Storage","X-Rack File for Hanging Folders",22.58,2,5.8708
"2017-11-21","Henia Zydlo","Texas","Technology","Phones","Motorola HK250 Universal Bluetooth Headset",55.176,3,-12.4146
"2016-12-17","Adrian Barton","Michigan","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System",9892.74,13,4946.37
"2014-09-19","Neil Ducich","Arizona","Furniture","Tables","Hon 2111 Invitation Series Straight Table",73.915,1,-45.8273
"2014-09-28","Xylona Preis","Florida","Furniture","Furnishings","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",337.088,4,16.8544
"2015-09-22","Muhammed MacIntyre","California","Office Supplies","Appliances","Kensington 6 Outlet Guardian Standard Surge Protector",61.44,3,16.5888
"2016-11-07","Marina Lichtenstein","California","Technology","Accessories","NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router",479.97,3,163.1898
"2017-12-16","Kalyca Meade","California","Office Supplies","Binders","Accohide Poly Flexible Ring Binders",5.984,2,2.244
"2017-12-16","Kalyca Meade","California","Technology","Accessories","Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB",189.95,5,45.588
"2017-12-16","Kalyca Meade","California","Technology","Accessories","Microsoft Natural Ergonomic Keyboard 4000",149.95,5,31.4895
"2017-12-16","Kalyca Meade","California","Office Supplies","Art","Bulldog Table or Wall-Mount Pencil Sharpener",29.95,5,8.6855
"2017-12-16","Kalyca Meade","California","Office Supplies","Labels","Avery 475",44.4,3,22.2
"2014-09-21","Sara Luxemburg","New York","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",66.03,3,17.1678
"2015-05-18","Anthony Jacobs","California","Office Supplies","Paper","Wirebound Message Book, 4 per Page",10.86,2,5.3214
"2014-03-26","Damala Kotsonis","California","Office Supplies","Art","Newell 308",3.36,2,0.84
"2014-03-26","Damala Kotsonis","California","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings",27.936,4,9.4284
"2014-03-26","Damala Kotsonis","California","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable",28.784,2,2.8784
"2017-09-22","Berenike Kampe","California","Office Supplies","Supplies","Fiskars Softgrip Scissors",21.96,2,6.1488
"2015-09-12","Craig Carreira","Washington","Technology","Accessories","Memorex Froggy Flash Drive 4 GB",21.98,2,8.5722
"2015-11-02","Emily Ducich","New York","Furniture","Chairs","Hon Olson Stacker Chairs",2621.322,11,553.3902
"2015-10-20","Stewart Visinsky","California","Furniture","Furnishings","Nu-Dell Oak Frame",74.76,7,23.9232
"2015-10-20","Stewart Visinsky","California","Furniture","Tables","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,27.3582
"2016-06-14","Anthony Rawles","Washington","Furniture","Tables","Hon Non-Folding Utility Tables",1115.17,7,334.551
"2015-11-20","Chris Selesnick","California","Office Supplies","Binders","Performers Binder/Pad Holder, Black",89.696,4,33.636
"2015-11-20","Chris Selesnick","California","Office Supplies","Labels","Avery 485",50.12,4,23.5564
"2016-02-28","Rick Reed","New York","Office Supplies","Fasteners","Staples",36.48,6,18.24
"2014-10-14","Bradley Drucker","Illinois","Office Supplies","Paper","Xerox 1951",322.192,13,100.685
"2014-10-14","Bradley Drucker","Illinois","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,3,-4.8609
"2014-10-14","Bradley Drucker","Illinois","Office Supplies","Paper","Xerox 1903",19.136,4,6.9368
"2017-05-26","Bryan Mills","Virginia","Technology","Accessories","Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,2,6.924
"2016-02-04","Maribeth Schnelling","Maryland","Technology","Phones","AT&T 17929 Lendline Telephone",90.48,2,23.5248
"2016-09-02","Becky Martin","Washington","Furniture","Chairs","Global Leather Task Chair, Black",215.976,3,-2.6997
"2016-09-02","Becky Martin","Washington","Office Supplies","Envelopes","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,30.9918
"2017-12-04","Katrina Edelman","Pennsylvania","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",11.352,3,2.6961
"2015-06-12","Sam Zeldin","Indiana","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File",24.56,2,6.8768
"2016-09-04","Mick Brown","Missouri","Office Supplies","Envelopes","Staple envelope",16.56,2,7.7832
"2016-09-04","Mick Brown","Missouri","Technology","Accessories","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",279.95,5,67.188
"2014-04-21","Dorothy Badders","Kentucky","Office Supplies","Storage","SAFCO Commercial Wire Shelving, Black",828.84,6,0
"2015-11-05","Christy Brittain","Ohio","Office Supplies","Binders","Insertable Tab Post Binder Dividers",7.218,3,-5.5338
"2015-11-05","Christy Brittain","Ohio","Office Supplies","Supplies","Acme Titanium Bonded Scissors",27.2,4,2.04
"2014-11-03","Stephanie Phelps","Nebraska","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard",89.97,3,18.8937
"2016-02-16","Giulietta Weimer","Kentucky","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",318.08,4,34.9888
"2016-02-16","Giulietta Weimer","Kentucky","Office Supplies","Binders","Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders",5.8,1,2.61
"2017-09-11","Ken Heidel","California","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4",143.952,6,17.994
"2017-09-11","Ken Heidel","California","Office Supplies","Paper","Xerox 192",19.44,3,9.3312
"2017-11-02","Barry Gonzalez","Virginia","Office Supplies","Art","Newell 318",5.56,2,1.4456
"2015-02-06","Lori Olson","Virginia","Office Supplies","Storage","Tennsco Industrial Shelving",146.73,3,2.9346
"2015-02-06","Lori Olson","Virginia","Office Supplies","Paper","Xerox 1920",29.9,5,13.455
"2016-09-10","Dianna Vittorini","California","Office Supplies","Binders","Ibico EB-19 Dual Function Manual Binding System",276.784,2,89.9548
"2016-09-26","Lisa Ryan","Texas","Office Supplies","Appliances","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",93.032,2,-251.1864
"2016-09-26","Lisa Ryan","Texas","Furniture","Chairs","High-Back Leather Manager's Chair",454.965,5,-136.4895
"2015-12-15","Rick Reed","North Carolina","Technology","Phones","Cisco Small Business SPA 502G VoIP phone",246.168,3,21.5397
"2016-09-17","Troy Staebel","Ohio","Office Supplies","Storage","Safco Industrial Shelving",295.4,5,-62.7725
"2017-10-13","Alan Hwang","Kentucky","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II, Black",348.56,8,104.568
"2015-06-28","Dorothy Wardle","Ohio","Office Supplies","Paper","Xerox 1999",15.552,3,5.4432
"2015-06-28","Dorothy Wardle","Ohio","Furniture","Bookcases","Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,-376.6932
"2015-06-01","Ashley Jarboe","Michigan","Technology","Phones","Polycom CX300 Desktop Phone USB VoIP phone",299.98,2,83.9944
"2015-06-01","Ashley Jarboe","Michigan","Office Supplies","Binders","Catalog Binders with Expanding Posts",403.68,6,181.656
"2015-06-01","Ashley Jarboe","Michigan","Technology","Phones","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",41.9,2,11.732
"2015-06-01","Ashley Jarboe","Michigan","Office Supplies","Labels","Avery 491",28.91,7,13.2986
"2014-04-12","Stewart Visinsky","Indiana","Office Supplies","Paper","Xerox 213",32.4,5,15.552
"2017-10-12","Matthew Grinstein","Texas","Technology","Phones","Clarity 53712",369.544,7,27.7158
"2017-10-12","Matthew Grinstein","Texas","Office Supplies","Paper","Xerox 1993",10.368,2,3.7584
"2017-10-12","Matthew Grinstein","Texas","Technology","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",791.88,3,128.6805
"2015-11-07","Adrian Barton","Texas","Office Supplies","Art","Lumber Crayons",23.64,3,5.319
"2015-11-07","Adrian Barton","Texas","Office Supplies","Storage","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,-16.9568
"2015-11-07","Adrian Barton","Texas","Furniture","Furnishings","Tenex Chairmats For Use with Hard Floors",64.96,5,-84.448
"2015-11-07","Adrian Barton","Texas","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems",32.06,10,-51.296
"2015-11-07","Adrian Barton","Texas","Office Supplies","Storage","Fellowes Recycled Storage Drawers",177.648,2,-28.8678
"2015-11-07","Adrian Barton","Texas","Technology","Machines","Canon PC170 Desktop Personal Copier",287.91,3,33.5895
"2015-05-25","Muhammed MacIntyre","Texas","Office Supplies","Supplies","Fiskars Spring-Action Scissors",22.368,2,1.6776
"2015-05-25","Muhammed MacIntyre","Texas","Office Supplies","Paper","Xerox 1978",32.368,7,11.7334
"2015-05-25","Muhammed MacIntyre","Texas","Technology","Accessories","Logitech G35 7.1-Channel Surround Sound Headset",207.984,2,36.3972
"2014-10-13","Michelle Arnett","Virginia","Office Supplies","Envelopes","Pastel Pink Envelopes",36.4,5,17.472
"2014-10-13","Michelle Arnett","Virginia","Technology","Accessories","SanDisk Cruzer 16 GB USB Flash Drive",22.96,2,4.3624
"2014-10-13","Michelle Arnett","Virginia","Office Supplies","Storage","Space Solutions Industrial Galvanized Steel Shelving.",315.2,4,6.304
"2014-10-13","Michelle Arnett","Virginia","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders",15.18,3,7.1346
"2016-02-07","Erica Bern","California","Technology","Phones","Motorola L703CM",623.96,5,38.9975
"2017-01-19","Neola Schneider","Pennsylvania","Technology","Phones","Wilson Electronics DB Pro Signal Booster",429.6,2,-93.08
"2017-01-19","Neola Schneider","Pennsylvania","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock",31.968,2,6.3936
"2017-01-19","Neola Schneider","Pennsylvania","Furniture","Chairs","Global Comet Stacking Arm Chair",887.271,3,-63.3765
"2017-01-19","Neola Schneider","Pennsylvania","Office Supplies","Paper","Strathmore Photo Mount Cards",21.696,4,7.0512
"2016-06-06","Ross Baird","California","Office Supplies","Labels","Avery 488",22.05,7,10.584
"2016-06-06","Ross Baird","California","Office Supplies","Paper","Xerox Blank Computer Paper",99.9,5,46.953
"2017-03-18","Jason Klamczynski","California","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors",90.86,7,26.3494
"2017-11-24","Patrick Ryan","California","Office Supplies","Paper","Southworth 100% R�sum� Paper, 24lb.",7.78,1,3.501
"2016-11-26","Eric Hoffmann","Pennsylvania","Office Supplies","Binders","Binding Machine Supplies",78.759,9,-57.7566
"2016-08-18","Matt Abelman","Texas","Furniture","Furnishings","Staple-based wall hangings",9.552,3,-3.8208
"2016-08-18","Matt Abelman","Texas","Furniture","Furnishings","OIC Stacking Trays",5.344,4,-2.1376
"2015-11-28","Michelle Arnett","New Mexico","Office Supplies","Art","BIC Brite Liner Highlighters",8.28,2,3.4776
"2017-05-25","Jeremy Lonsdale","Texas","Office Supplies","Storage","Iris 3-Drawer Stacking Bin, Black",50.136,3,-11.2806
"2017-09-04","Aaron Smayling","Oregon","Office Supplies","Binders","Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,7,-58.716
"2016-03-24","Dan Campbell","Ohio","Furniture","Bookcases","O'Sullivan Living Dimensions 3-Shelf Bookcases",301.47,3,-241.176
"2016-03-24","Dan Campbell","Ohio","Office Supplies","Art","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,2,1.6324
"2017-05-28","Michael Dominguez","Maryland","Furniture","Furnishings","DAX Wood Document Frame",27.46,2,9.8856
"2017-05-28","Michael Dominguez","Maryland","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector",125.13,3,36.2877
"2015-08-31","Rick Huthwaite","California","Technology","Phones","Toshiba IPT2010-SD IP�Telephone",555.96,5,41.697
"2016-04-12","Thomas Boland","North Carolina","Office Supplies","Storage","Fellowes Bankers Box Recycled Super Stor/Drawer",129.552,3,-22.6716
"2016-04-12","Thomas Boland","North Carolina","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",51.984,1,-5.1984
"2016-04-12","Thomas Boland","North Carolina","Office Supplies","Paper","TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.272,3,3.4668
"2014-02-02","Eric Barreto","Florida","Office Supplies","Binders","Surelock Post Binders",18.336,2,-12.224
"2014-02-02","Eric Barreto","Florida","Technology","Phones","AT&T 17929 Lendline Telephone",180.96,5,13.572
"2014-09-02","Bryan Mills","Illinois","Technology","Accessories","Logitech�Gaming G510s - Keyboard",475.944,7,95.1888
"2017-09-30","Bradley Talbott","California","Technology","Accessories","Razer Kraken PRO Over Ear PC and Music Headset",159.98,2,47.994
"2016-09-05","Fred Wasserman","New York","Technology","Phones","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,12.208
"2017-05-20","Rick Duston","Nevada","Office Supplies","Binders","Wilson Jones Impact Binders",8.288,2,3.0044
"2017-05-20","Rick Duston","Nevada","Technology","Phones","Motorola L703CM",1123.128,9,70.1955
"2017-05-20","Rick Duston","Nevada","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors",64.9,5,18.821
"2015-09-20","Theone Pippenger","Illinois","Office Supplies","Binders","Acco Translucent Poly Ring Binders",2.808,3,-4.4928
"2016-01-23","Claudia Bergmann","Vermont","Technology","Accessories","Logitech Wireless Marathon Mouse M705",99.98,2,42.9914
"2016-01-23","Claudia Bergmann","Vermont","Office Supplies","Art","4009 Highlighters",8.04,6,2.7336
"2016-01-23","Claudia Bergmann","Vermont","Office Supplies","Storage","Iceberg Mobile Mega Data/Printer Cart",1564.29,13,406.7154
"2014-06-01","Quincy Jones","Michigan","Office Supplies","Binders","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",138.56,4,66.5088
"2014-06-01","Quincy Jones","Michigan","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Surge Suppressor",65.52,5,12.376
"2015-09-24","Kunst Miller","Arizona","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils",14.576,2,2.3686
"2015-09-24","Kunst Miller","Arizona","Technology","Accessories","HP Standard 104 key PS/2 Keyboard",23.2,2,1.45
"2015-09-24","Kunst Miller","Arizona","Office Supplies","Art","Newell 317",16.464,7,1.8522
"2016-08-01","Khloe Miller","Pennsylvania","Furniture","Furnishings","Eldon 500 Class Desk Accessories",19.312,2,3.1382
"2014-01-23","Ionia McGrath","Nevada","Office Supplies","Paper","Xerox 195",40.08,6,19.2384
"2014-08-04","Marina Lichtenstein","Maine","Office Supplies","Appliances","Eureka The Boss Cordless Rechargeable Stick Vac",101.96,2,27.5292
"2014-08-04","Marina Lichtenstein","Maine","Office Supplies","Paper","Southworth 25% Cotton Premium Laser Paper and Envelopes",259.74,13,124.6752
"2014-08-04","Marina Lichtenstein","Maine","Technology","Accessories","Maxell 4.7GB DVD-R",255.42,9,104.7222
"2016-08-09","Gary Hansen","Tennessee","Office Supplies","Binders","Tuff Stuff Recycled Round Ring Binders",4.338,3,-3.0366
"2016-08-09","Gary Hansen","Tennessee","Office Supplies","Binders","Avery Durable Slant Ring Binders",11.88,5,-7.92
"2016-12-08","Arthur Gainer","Wisconsin","Furniture","Bookcases","Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7,32.4688
"2016-12-08","Arthur Gainer","Wisconsin","Furniture","Chairs","Hon GuestStacker Chair",680.01,3,176.8026
